"Fap","statut","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"R4Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Apprentis","2017-2019",0.218684689711343,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Contrats à durée déterminée","2017-2019",0.854837650122128,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Contrats ou emplois à durée indéterminée","2017-2019",98.7920555957009,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Intérimaires","2017-2019",0.134422064465601,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"H0Z","Apprentis","1982-1984",0,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Contrats à durée déterminée","1982-1984",1.97220314435504,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Contrats ou emplois à durée indéterminée","1982-1984",98.027796855645,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Intérimaires","1982-1984",0,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Non-salariés, chefs d'entreprise","1982-1984",NA,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Apprentis","2017-2019",1.09948910228974,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Contrats à durée déterminée","2017-2019",3.55701015817514,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Contrats ou emplois à durée indéterminée","2017-2019",95.149970005426,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Intérimaires","2017-2019",0.193530734109162,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"A2Z90","Apprentis","2003-2005",1.2439402268979,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Contrats à durée déterminée","2003-2005",9.93203058623619,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Contrats ou emplois à durée indéterminée","2003-2005",88.8240291868659,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Intérimaires","2003-2005",NA,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Non-salariés, chefs d'entreprise","2003-2005",NA,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Apprentis","2017-2019",1.53360828121159,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Contrats à durée déterminée","2017-2019",3.10207619669171,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Contrats ou emplois à durée indéterminée","2017-2019",95.3643155220967,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Intérimaires","2017-2019",NA,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Non-salariés, chefs d'entreprise","2017-2019",NA,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"R3Z81","Apprentis","2003-2005",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Contrats à durée déterminée","2003-2005",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Contrats ou emplois à durée indéterminée","2003-2005",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Intérimaires","2003-2005",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Non-salariés, chefs d'entreprise","2003-2005",100,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Apprentis","2017-2019",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Contrats à durée déterminée","2017-2019",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Contrats ou emplois à durée indéterminée","2017-2019",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Intérimaires","2017-2019",NA,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Non-salariés, chefs d'entreprise","2017-2019",100,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"U0Z81","Apprentis","2003-2005",NA,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Contrats à durée déterminée","2003-2005",13.4282749138987,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Contrats ou emplois à durée indéterminée","2003-2005",28.3164046209359,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Intérimaires","2003-2005",6.04089982603761,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Non-salariés, chefs d'entreprise","2003-2005",52.2144206391278,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Apprentis","2017-2019",NA,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Contrats à durée déterminée","2017-2019",3.6624977148629,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Contrats ou emplois à durée indéterminée","2017-2019",27.4517443674833,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Intérimaires","2017-2019",0,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Non-salariés, chefs d'entreprise","2017-2019",68.8857579176538,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"A1Z41","Apprentis","2003-2005",5.47526876688932,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Contrats à durée déterminée","2003-2005",18.6090801679866,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Contrats ou emplois à durée indéterminée","2003-2005",73.4400992010107,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Intérimaires","2003-2005",2.47555186411333,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Non-salariés, chefs d'entreprise","2003-2005",NA,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Apprentis","2017-2019",5.90930476214269,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Contrats à durée déterminée","2017-2019",20.7134665620294,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Contrats ou emplois à durée indéterminée","2017-2019",71.3873536250084,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Intérimaires","2017-2019",1.98987505081944,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Non-salariés, chefs d'entreprise","2017-2019",NA,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"U0Z92","Apprentis","2003-2005",0.152579708998991,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Contrats à durée déterminée","2003-2005",12.3699873506215,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Contrats ou emplois à durée indéterminée","2003-2005",77.1537256893929,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Intérimaires","2003-2005",1.08376599549832,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Non-salariés, chefs d'entreprise","2003-2005",9.23994125548832,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Apprentis","2017-2019",0.6769360911851,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Contrats à durée déterminée","2017-2019",12.8890757923071,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Contrats ou emplois à durée indéterminée","2017-2019",75.6165422489505,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Intérimaires","2017-2019",0.0933274669428084,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Non-salariés, chefs d'entreprise","2017-2019",10.7241184006145,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"L5Z91","Apprentis","2003-2005",0,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Contrats à durée déterminée","2003-2005",6.79556195605306,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Contrats ou emplois à durée indéterminée","2003-2005",93.2044380439469,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Intérimaires","2003-2005",0,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Non-salariés, chefs d'entreprise","2003-2005",NA,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Apprentis","2017-2019",0.290589344458946,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Contrats à durée déterminée","2017-2019",5.77745910178706,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Contrats ou emplois à durée indéterminée","2017-2019",93.1158097685676,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Intérimaires","2017-2019",0.81614178518639,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
